0.000000 0.000000 0.000000
0.000000 0.000000 0.002100
-0.000021 0.000000 0.004063
-0.000062 -0.000000 0.005899
-0.000121 -0.000001 0.007616
-0.000197 -0.000002 0.009221
-0.000289 -0.000004 0.010721
-0.000396 -0.000007 0.012125
-0.000517 -0.000011 0.013436
-0.000652 -0.000016 0.014663
-0.000798 -0.000023 0.015810
-0.000956 -0.000031 0.016882
-0.001124 -0.000040 0.017885
-0.001303 -0.000051 0.018822
-0.001491 -0.000065 0.019698
-0.001687 -0.000080 0.020518
-0.001891 -0.000097 0.021284
-0.002103 -0.000116 0.022000
-0.002322 -0.000137 0.022669
-0.002547 -0.000160 0.023295
-0.002779 -0.000186 0.023880
-0.003016 -0.000214 0.024428
-0.003258 -0.000244 0.024939
-0.003505 -0.000277 0.025417
-0.003756 -0.000313 0.025864
-0.004012 -0.000351 0.026282
-0.004271 -0.000391 0.026673
-0.004534 -0.000434 0.027038
-0.004800 -0.000480 0.027379
-0.005069 -0.000529 0.027698
-0.005340 -0.000580 0.027996
-0.005615 -0.000634 0.028275
-0.005891 -0.000691 0.028536
-0.006169 -0.000751 0.028779
-0.006450 -0.000814 0.029007
-0.006732 -0.000879 0.029219
-0.007015 -0.000948 0.029418
-0.007300 -0.001019 0.029604
-0.007586 -0.001094 0.029778
-0.007872 -0.001171 0.029940
-0.008160 -0.001251 0.030091
-0.008449 -0.001334 0.030233
-0.008738 -0.001421 0.030365
-0.009027 -0.001510 0.030489
-0.009317 -0.001602 0.030604
-0.009607 -0.001697 0.030712
-0.009897 -0.001796 0.030813
-0.010187 -0.001897 0.030907
-0.010477 -0.002001 0.030995
-0.010767 -0.002109 0.031077
-0.011057 -0.002219 0.031154
-0.011346 -0.002332 0.031225
-0.011635 -0.002449 0.031292
-0.011924 -0.002568 0.031354
-0.012211 -0.002691 0.031413
-0.012499 -0.002817 0.031467
-0.012785 -0.002945 0.031518
-0.013071 -0.003077 0.031565
-0.013356 -0.003212 0.031609
-0.013640 -0.003349 0.031650
-0.013923 -0.003490 0.031689
-0.014205 -0.003634 0.031725
-0.014486 -0.003781 0.031758
-0.014765 -0.003930 0.031789
-0.015044 -0.004083 0.031818
-0.015321 -0.004239 0.031845
-0.015597 -0.004398 0.031870
-0.015872 -0.004559 0.031894
-0.016145 -0.004724 0.031916
-0.016417 -0.004892 0.031936
-0.016688 -0.005062 0.031955
-0.016957 -0.005236 0.031972
-0.017224 -0.005412 0.031989
-0.017490 -0.005591 0.032004
-0.017754 -0.005773 0.032018
-0.018016 -0.005959 0.032031
-0.018277 -0.006146 0.032044
-0.018536 -0.006337 0.032055
-0.018793 -0.006531 0.032065
-0.019049 -0.006727 0.032075
-0.019302 -0.006926 0.032084
-0.019554 -0.007128 0.032092
-0.019803 -0.007333 0.032100
-0.020051 -0.007541 0.032107
-0.020297 -0.007751 0.032114
-0.020540 -0.007964 0.032120
-0.020782 -0.008180 0.032126
-0.021021 -0.008398 0.032131
-0.021259 -0.008620 0.032135
-0.021494 -0.008843 0.032140
-0.021727 -0.009070 0.032144
-0.021958 -0.009299 0.032147
-0.022186 -0.009530 0.032151
-0.022412 -0.009765 0.032154
-0.022636 -0.010002 0.032157
-0.022858 -0.010241 0.032159
-0.023077 -0.010483 0.032162
-0.023294 -0.010727 0.032164
-0.023508 -0.010974 0.032165
-0.023720 -0.011223 0.032167
-0.023929 -0.011475 0.032169
-0.024136 -0.011729 0.032170
-0.024341 -0.011986 0.032171
-0.024543 -0.012245 0.032172
