0.100000 0.010000 0.010000
0.099800 0.011013 0.011460
0.099575 0.012025 0.012827
0.099327 0.013037 0.014106
0.099055 0.014047 0.015303
0.098762 0.015056 0.016423
0.098447 0.016063 0.017472
0.098112 0.017068 0.018453
0.097756 0.018072 0.019372
0.097382 0.019073 0.020232
0.096989 0.020071 0.021036
0.096578 0.021067 0.021789
0.096149 0.022060 0.022494
0.095704 0.023051 0.023154
0.095242 0.024038 0.023771
0.094764 0.025021 0.024348
0.094270 0.026001 0.024889
0.093761 0.026978 0.025395
0.093237 0.027951 0.025868
0.092699 0.028919 0.026310
0.092147 0.029884 0.026725
0.091581 0.030844 0.027112
0.091001 0.031800 0.027475
0.090408 0.032751 0.027814
0.089803 0.033698 0.028131
0.089185 0.034640 0.028428
0.088554 0.035577 0.028705
0.087911 0.036509 0.028965
0.087256 0.037435 0.029208
0.086590 0.038356 0.029435
0.085912 0.039272 0.029647
0.085223 0.040182 0.029845
0.084522 0.041087 0.030031
0.083811 0.041985 0.030204
0.083089 0.042878 0.030366
0.082357 0.043765 0.030518
0.081614 0.044645 0.030659
0.080861 0.045519 0.030791
0.080098 0.046387 0.030915
0.079325 0.047249 0.031030
0.078542 0.048103 0.031138
0.077750 0.048951 0.031238
0.076948 0.049792 0.031332
0.076137 0.050626 0.031420
0.075316 0.051454 0.031501
0.074487 0.052274 0.031577
0.073648 0.053087 0.031648
0.072801 0.053892 0.031715
0.071945 0.054690 0.031776
0.071080 0.055481 0.031834
0.070207 0.056264 0.031887
0.069325 0.057039 0.031937
0.068436 0.057806 0.031983
0.067538 0.058566 0.032026
0.066632 0.059317 0.032066
0.065718 0.060061 0.032103
0.064796 0.060796 0.032137
0.063867 0.061523 0.032169
0.062930 0.062242 0.032199
0.061986 0.062952 0.032226
0.061034 0.063653 0.032251
0.060075 0.064347 0.032275
0.059109 0.065031 0.032296
0.058135 0.065707 0.032316
0.057155 0.066373 0.032334
0.056168 0.067031 0.032351
0.055174 0.067680 0.032366
0.054174 0.068320 0.032381
0.053167 0.068950 0.032393
0.052153 0.069572 0.032405
0.051134 0.070184 0.032416
0.050108 0.070786 0.032425
0.049075 0.071379 0.032434
0.048037 0.071963 0.032441
0.046993 0.072537 0.032448
0.045943 0.073101 0.032454
0.044888 0.073655 0.032460
0.043827 0.074200 0.032465
0.042760 0.074735 0.032469
0.041688 0.075260 0.032472
0.040611 0.075774 0.032475
0.039528 0.076279 0.032477
0.038441 0.076773 0.032479
0.037348 0.077258 0.032480
0.036251 0.077731 0.032481
0.035149 0.078195 0.032482
0.034042 0.078648 0.032482
0.032931 0.079091 0.032482
0.031815 0.079523 0.032481
0.030695 0.079944 0.032480
0.029571 0.080355 0.032479
0.028442 0.080755 0.032477
0.027310 0.081145 0.032476
0.026174 0.081523 0.032473
0.025034 0.081891 0.032471
0.023890 0.082248 0.032469
0.022743 0.082594 0.032466
